title,source,link asli,published,content,category,sentimen
Pemerintah Didesak Memperketat Aturan Marketplace Pasca Tiktok Akuisisi Tokopedia - MetroTVNews.com,MetroTVNews.com,https://www.metrotvnews.com/read/b3JCpLRe-pemerintah-didesak-memperketat-aturan-marketplace-pasca-tiktok-akuisisi-tokopedia,2025-08-27 07:00:00,,Regulasi,Netral
Pemerintah Siapkan Aturan Pajak Penjual di E-Commerce - pajakku.com,pajakku.com,https://artikel.pajakku.com/pemerintah-siapkan-aturan-pajak-penjual-di-e-commerce,2025-06-25 07:00:00,,Regulasi,Netral
TikTok Minta Waktu Persiapan Jelang Aturan Pajak Seller Ecommerce - Bloomberg Technoz,Bloomberg Technoz,https://www.bloombergtechnoz.com/detail-news/75322/tiktok-minta-waktu-persiapan-jelang-aturan-pajak-seller-ecommerce,2025-06-26 07:00:00,,Regulasi,Netral
Mendag: Integrasi Tokopedia dan TikTok Shop Tak Langgar Aturan - Kompas.com,Kompas.com,https://money.kompas.com/read/2025/06/04/143513726/mendag-integrasi-tokopedia-dan-tiktok-shop-tak-langgar-aturan,2025-06-04 07:00:00,,Regulasi,Netral
"China Usul Aturan Harga Platform E-Commerce, Indonesia Terapkan Biaya Baru - Selular.ID",Selular.ID,https://selular.id/2025/08/china-usul-aturan-harga-platform-e-commerce-indonesia-terapkan-biaya-baru/,2025-08-25 07:00:00,,Regulasi,Netral
"Heboh! TikTok Dibekukan Pemerintah, DPR Desak Taat Regulasi agar UMKM Tak Jadi Korban - Mistar.id",Mistar.id,https://mistar.id/news/nasional/heboh-tiktok-dibekukan-pemerintah-dpr-desak-taat-regulasi-agar-umkm-tak-jadi-korban,2025-10-03 07:00:00,,Regulasi,Negatif
"Regulasi Tak Jelas, Benarkah Belanja di TikTok Shop Tak Aman? - CNBC Indonesia",CNBC Indonesia,https://www.cnbcindonesia.com/lifestyle/20240111105847-33-504716/regulasi-tak-jelas-benarkah-belanja-di-tiktok-shop-tak-aman,2024-01-11 08:00:00,,Regulasi,Negatif
Mendag Pastikan TikTok Dan Tokopedia Tak Salahi Aturan - Validnews.id,Validnews.id,https://validnews.id/ekonomi/mendag-pastikan-tiktok-dan-tokopedia-tak-salahi-aturan,2025-06-04 07:00:00,,Regulasi,Netral
TikTok Tolak Aturan Platform Digital Disamakan dengan TV Konvensional - Bisnis Tekno,Bisnis Tekno,https://teknologi.bisnis.com/read/20250715/266/1893449/tiktok-tolak-aturan-platform-digital-disamakan-dengan-tv-konvensional,2025-07-15 07:00:00,,Regulasi,Netral
Cara Memunculkan Fitur TikTok PayLater yang Tidak Muncul di 2026 - Desakarangbendo.id,Desakarangbendo.id,https://desakarangbendo.id/berita-pinjaman-online/4221433085/cara-memunculkan-fitur-tiktok-paylater-yang-tidak-muncul-di-2026/,2026-02-12 08:00:00,,Edukasi,Netral
"Jokowi Respons soal TikTok Shop: Mestinya Ini Sosmed Bukan Ekonomi Media, Aturan Baru Disiapkan - Kompas.tv",Kompas.tv,https://www.kompas.tv/ekonomi/445990/jokowi-respons-soal-tiktok-shop-mestinya-ini-sosmed-bukan-ekonomi-media-aturan-baru-disiapkan?page=all#goog_rewarded,2023-09-23 07:00:00,,Regulasi,Netral
"Tiktok Shop Kembali, Regulasi Perlu Segera Disiapkan - Kompas.id",Kompas.id,https://www.kompas.id/artikel/tiktok-shop-kembali-regulasi-perlu-segera-disiapkan,2023-11-28 08:00:00,,Regulasi,Netral
"Aturan Baru: Shopee, Tokopedia, dkk Wajib Pungut Pajak Toko Online di Platform Masing-masing - Kompas.com",Kompas.com,https://tekno.kompas.com/read/2025/07/15/08320017/aturan-baru--shopee-tokopedia-dkk-wajib-pungut-pajak-toko-online-di-platform,2025-07-15 07:00:00,,Regulasi,Netral
Mendag Sebut TikTok Shop Nyatakan Patuh Aturan Pemerintah - Tribrata News,Tribrata News,https://tribratanews.polri.go.id/blog/nasional-3/mendag-sebut-tiktok-shop-nyatakan-patuh-aturan-pemerintah-64319,2023-10-03 07:00:00,,Regulasi,Netral
"Tiktok Shop Tutup Hari Ini, Bagaimana Aturan di Negara Lain? | - Republika.id",Republika.id,https://www.republika.id/posts/46185/tiktok-shop-tutup-hari-ini-bagaimana-aturan-di-negara-lain,2023-10-04 07:00:00,,Regulasi,Netral
"Gelombang PHK Massal di Indonesia Belum Usai, TikTok Shop Bakal Pecat 2.500 Karyawan - SINDOnews Ekbis",SINDOnews Ekbis,https://ekbis.sindonews.com/read/1574839/34/gelombang-phk-massal-di-indonesia-belum-usai-tiktok-shop-bakal-pecat-2500-karyawan-1748826393,2025-06-02 07:00:00,,Isu,Negatif
"Pemerintah Larang TikTok Shop Jualan, Begini Aturan Resminya - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/pemerintah-larang-tiktok-shop-jualan-begini-aturan-resminya-137230,2023-10-02 07:00:00,,Regulasi,Negatif
Transformasi Bisnis Digital: TikTok Shop Bergabung dengan Tokopedia dan Implikasinya terhadap Perpajakan - Pajak,Pajak,https://pajak.go.id/en/node/103242,2023-12-06 08:00:00,,Regulasi,Netral
Aturan TikTok Shop Terbaru 10 Juni 2025 & Besaran Biaya Komisi - Tirto.id,Tirto.id,https://tirto.id/aturan-tiktok-shop-terbaru-10-juni-2025-besaran-biaya-komisi-hcEw,2025-06-10 07:00:00,,Regulasi,Netral
"Pemerintah Larang TikTok Shop, Perindo Dukung Regulasi E-Commerce Lebih Komprehensif - Kanalinspirasi.com",Kanalinspirasi.com,https://www.kanalinspirasi.com/news/pemerintah-larang-tiktok-shop-perindo-dukung-regulasi-e-commerce-lebih-komprehensif/index.html,2023-09-25 07:00:00,,Regulasi,Positif
"Tunduk Regulasi Pemerintah, TikTok Shop Resmi Berhenti Jualan - Gizmologi.id",Gizmologi.id,https://gizmologi.id/news/tunduk-aturan-tiktok-shop-berhenti-jualan/,2023-10-04 07:00:00,,Regulasi,Netral
"Shopee Siap Patuhi Aturan Pajak 0,5% untuk Penjual, Tunggu Regulasi Resmi - detikcom",detikcom,https://www.detik.com/bali/bisnis/d-7991604/shopee-siap-patuhi-aturan-pajak-0-5-untuk-penjual-tunggu-regulasi-resmi,2025-07-02 07:00:00,,Regulasi,Netral
Menkop UKM sebut TikTok masih langgar aturan di Indonesia - ANTARA News,ANTARA News,https://www.antaranews.com/berita/3999357/menkop-ukm-sebut-tiktok-masih-langgar-aturan-di-indonesia,2024-03-07 08:00:00,,Regulasi,Netral
"Webinar ""Penutupan TikTok Shop: Regulasi dan Implikasi bagi UMKM"" - UNIVERSITAS INSAN CITA INDONESIA - UICI",UNIVERSITAS INSAN CITA INDONESIA - UICI,https://uici.ac.id/webinar-penutupan-tiktok-shop-regulasi-dan-implikasi-bagi-umkm/,2023-10-10 07:00:00,,Edukasi,Netral
"Kemenkop Ingatkan TikTok Shop, Izin Bisa Dicabut Kalau Tak Taati Aturan di RI - kumparan.com - Kumparan.com",Kumparan.com,https://kumparan.com/kumparanbisnis/kemenkop-ingatkan-tiktok-shop-izin-bisa-dicabut-kalau-tak-taati-aturan-di-ri-22GtGveail7,2024-03-02 08:00:00,,Regulasi,Netral
Kemendag Tekankan TikTok Shop Wajib Patuhi Aturan - Teknologi - Page 2 - Bloomberg Technoz,Bloomberg Technoz,https://www.bloombergtechnoz.com/detail-news/30580/kemendag-tekankan-tiktok-shop-wajib-patuhi-aturan/2,2024-02-23 02:26:09,,Regulasi,Negatif
"Tiktok Shop Masih Bandel Tak Ikuti Aturan, Zulhas: Nanti Kita Audit - Infobanknews",Infobanknews,https://infobanknews.com/tiktok-shop-masih-bandel-tak-ikuti-aturan-zulhas-nanti-kita-audit,2024-01-04 08:00:00,,Regulasi,Negatif
Pengaturan Social Commerce akan Untungkan Pedagang Offline? - dw.com,dw.com,https://www.dw.com/id/pelarangan-social-commerce-akan-untungkan-pedagang-offline/a-66956829,2023-09-29 07:00:00,,Regulasi,Netral
"TikTok Shop Buka Lagi tapi Belum Sesuai Aturan, Ini Penjelasan Kemendag - detikFinance",detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-7087747/tiktok-shop-buka-lagi-tapi-belum-sesuai-aturan-ini-penjelasan-kemendag,2023-12-13 08:00:00,,Regulasi,Negatif
"TikTok Shop Tamat Pada 4 Oktober 2023, Ini Alasannya - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/tiktok-shop-tamat-pada-4-oktober-2023-ini-alasannya-136121,2023-10-04 07:00:00,,Regulasi,Negatif
"TikTok Shop Buka Lagi dengan Gandeng e-Commerce, Apa Kata Pemerintah? - Validnews.id",Validnews.id,https://validnews.id/ekonomi/tiktok-shop-buka-lagi-dengan-gandeng-e-commerce-apa-kata-pemerintah,2023-11-17 08:00:00,,Regulasi,Netral
MenkopUKM Apresiasi Kepatuhan TikTok Shop - Pasardana,Pasardana,https://pasardana.id/news/2023/10/5/menkopukm-apresiasi-kepatuhan-tiktok-shop/,2023-10-05 07:00:00,,Regulasi,Positif
"TikTok Shop buka lagi setelah akuisisi Tokopedia, pedagang dan afiliator berharap 'jangan sampai ditutup lagi' - BBC",BBC,https://www.bbc.com/indonesia/articles/cgrp5yeyvzno,2023-12-12 08:00:00,,Bisnis,Positif
"Tiktok Shop Masih Langgar Aturan, Ini yang Akan Dilakukan Menteri Teten - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/tiktok-shop-masih-langgar-aturan-ini-yang-akan-dilakukan-menteri-teten-85358,2024-02-20 08:00:00,,Regulasi,Negatif
Kadin: TikTok harus taat regulasi jika ingin berbisnis - ANTARA News Bengkulu,ANTARA News Bengkulu,https://bengkulu.antaranews.com/berita/316215/kadin-tiktok-harus-taat-regulasi-jika-ingin-berbisnis,2023-10-30 07:00:00,,Regulasi,Netral
"Resmi Dilarang Jualan, TikTok Indonesia: Kami Hormati Peraturan dan Tempuh Jalur Konstruktif - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/resmi-dilarang-jualan-tiktok-indonesia-kami-hormati-peraturan-dan-tempuh-jalur-konstruktif-138704,2023-09-28 07:00:00,,Regulasi,Netral
Menteri Teten Sebut TikTok-Tokopedia Masih Terabas Regulasi - Teknologi - Bloomberg Technoz,Bloomberg Technoz,https://www.bloombergtechnoz.com/detail-news/30233/menteri-teten-sebut-tiktok-tokopedia-masih-terabas-regulasi/2,2024-02-19 08:00:00,,Regulasi,Negatif
"Pemerintah Larang Social E-Commerce, TikTok: Bisa Berdampak ke UMKM - kontan.co.id",kontan.co.id,https://nasional.kontan.co.id/news/pemerintah-larang-social-e-commerce-tiktok-bisa-berdampak-ke-umkm,2023-09-28 07:00:00,,Regulasi,Negatif
"Tiktok, UMKM, dan Regulasi - detikNews",detikNews,https://news.detik.com/kolom/d-6985024/tiktok-umkm-dan-regulasi,2023-10-17 07:00:00,,Regulasi,Netral
Presiden Jokowi Siapkan Aturan Untuk TikTok Shop - SinPo.id,SinPo.id,https://sinpo.id/detail/59187/presiden-jokowi-siapkan-aturan-untuk-tiktok-shop,2023-09-23 07:00:00,,Regulasi,Netral
"TikTok Shop Langgar Aturan, Kenapa Pemerintah Tak Berani Tegas? - Tirto.id",Tirto.id,https://tirto.id/tiktok-shop-langgar-aturan-kenapa-pemerintah-tak-berani-tegas-gWLe,2024-03-13 07:00:00,,Regulasi,Negatif
Ini Respons Lengkap TikTok soal Kontroversi Media Sosial tapi Jualan Online - Kompas.tv,Kompas.tv,https://www.kompas.tv/ekonomi/447350/ini-respons-lengkap-tiktok-soal-kontroversi-media-sosial-tapi-jualan-online?page=all,2023-09-28 07:00:00,,Isu,Netral
"Peraturan Social Commerce Resmi Diubah, Begini Bunyi Aturan Barunya - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/peraturan-social-commerce-resmi-diubah-begini-bunyi-aturan-barunya-138860,2023-09-27 07:00:00,,Regulasi,Netral
"TikTok-Tokopedia Kena Tegur Kemendag, Diminta Taat Aturan - Teknologi - Bloomberg Technoz",Bloomberg Technoz,https://www.bloombergtechnoz.com/detail-news/24331/tiktok-tokopedia-kena-tegur-kemendag-diminta-taat-aturan/2,2023-12-20 08:00:00,,Regulasi,Negatif
Tiktok Shop Masih Bisa Dipakai Jualan atau Tidak? Ini Batas Waktunya - Tempo.co,Tempo.co,https://www.tempo.co/ekonomi/tiktok-shop-masih-bisa-dipakai-jualan-atau-tidak-ini-batas-waktunya-137643,2023-10-01 07:00:00,,Regulasi,Netral
Jalan Terjal TikTok Shop yang Baru Comeback 1 Minggu - Bloomberg Technoz,Bloomberg Technoz,https://www.bloombergtechnoz.com/detail-news/24350/jalan-terjal-tiktok-shop-yang-baru-comeback-1-minggu,2023-12-20 08:00:00,,Isu,Negatif
"Tiktok Shop Ditutup, Kreator Konten Dukung Langkah Pemerintah - Zonanusantara.com",Zonanusantara.com,https://zonanusantara.com/tiktok-shop-ditutup-kreator-konten-dukung/,2023-10-04 07:00:00,,Regulasi,Positif
Tiktok Shop: Ancaman Terhadap Ekosistem Bisnis Lokal - MetroTVNews.com,MetroTVNews.com,https://www.metrotvnews.com/read/N4EC2Lnw-tiktok-shop-ancaman-terhadap-ekosistem-bisnis-lokal,2023-09-23 07:00:00,,Isu,Negatif
"TikTok Shop Buka Kembali Tanpa Izin, Ekonom: Butuh Lebih dari Permendag untuk Bisa Mengaturnya - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/tiktok-shop-buka-kembali-tanpa-izin-ekonom-butuh-lebih-dari-permendag-untuk-bisa-mengaturnya-107297,2023-12-18 08:00:00,,Regulasi,Negatif
"TikTok Shop vs UMKM, Akankah Aturan Jokowi Dapat Melindungi Pedagang Lokal? - Tempo.co",Tempo.co,https://www.tempo.co/arsip/tiktok-shop-vs-umkm-akankah-aturan-jokowi-dapat-melindungi-pedagang-lokal--139904,2023-09-25 07:00:00,,Regulasi,Netral
TikTok Shop: Antara Keuntungan Ekonomi dan Regulasi Pemerintah - kumparan.com - Kumparan.com,Kumparan.com,https://kumparan.com/inspiration-room/tiktok-shop-antara-keuntungan-ekonomi-dan-regulasi-pemerintah-21KIatd9m7W,2023-10-06 07:00:00,,Regulasi,Netral
Menparekraf: Penutupan TikTok Shop lindungi produk UMKM Indonesia - ANTARA News Jambi,ANTARA News Jambi,https://jambi.antaranews.com/berita/558483/menparekraf-penutupan-tiktok-shop-lindungi-produk-umkm-indonesia,2023-10-09 07:00:00,,Regulasi,Positif
Resmi Terbit! Ini Isi Aturan Lengkap Social Commerce TikTok Shop Cs - Bisnis.com,Bisnis.com,https://ekonomi.bisnis.com/read/20230927/12/1699109/resmi-terbit-ini-isi-aturan-lengkap-social-commerce-tiktok-shop-cs,2023-09-27 07:00:00,,Regulasi,Netral
Khodijah: Atur Regulasi Barang Impor Daripada Tutup Tiktok Shop - RRI.co.id,RRI.co.id,https://rri.co.id/jambi/regional/385263/privacy.html#google_vignette,2023-10-04 07:00:00,,Regulasi,Netral
TikTok Siap Patuhi Regulasi di Indonesia - GadgetDIVA,GadgetDIVA,https://www.gadgetdiva.id/aplikasi/tiktok-siap-patuhi-regulasi-di-indonesia,2025-02-24 08:00:00,,Regulasi,Positif
"TikTok Shop Berhenti Berjualan, Zulkifli Hasan: TikTok Patuhi Aturan di Indonesia - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/tiktok-shop-berhenti-berjualan-zulkifli-hasan-tiktok-patuhi-aturan-di-indonesia-136774,2023-10-03 07:00:00,,Regulasi,Positif
Mengapa Pemerintah Larang TikTok Shop untuk Berjualan? - Kompas.com,Kompas.com,https://money.kompas.com/read/2023/10/04/131303726/mengapa-pemerintah-larang-tiktok-shop-untuk-berjualan,2023-10-04 07:00:00,,Regulasi,Netral
Kenapa TikTok Shop Dilarang? Ini Alasannya - kumparan.com - Kumparan.com,Kumparan.com,https://kumparan.com/berita-bisnis/kenapa-tiktok-shop-dilarang-ini-alasannya-21GifnSLaIH,2023-09-27 07:00:00,,Isu,Netral
"TikTok Shop Tutup, Pedagang Terima 'Surat Cinta' Ini Isinya - CNBC Indonesia",CNBC Indonesia,https://www.cnbcindonesia.com/tech/20231227095532-37-500479/tiktok-shop-tutup-pedagang-terima-surat-cinta-ini-isinya,2023-12-27 08:00:00,,Regulasi,Negatif
Alasan Pemerintah Izinkan TikTok Shop Berjualan di Media Sosial meski Tak Sesuai Regulasi - Kompas.com,Kompas.com,https://www.kompas.com/tren/read/2023/12/14/200000665/alasan-pemerintah-izinkan-tiktok-shop-berjualan-di-media-sosial-meski-tak?page=all,2023-12-14 08:00:00,,Bisnis,Netral
Analisis Penutupan Tiktok Shop pada UMKM dan Perekonomian - Kompasiana.com - Kompasiana.com,Kompasiana.com,https://www.kompasiana.com/ecofinsc70421/65520474ee794a50e81bddd2/analisis-penutupan-tiktok-shop-pada-umkm-dan-perekonomian?page=all&page_images=1,2023-11-13 08:00:00,,Regulasi,Netral
Pemerhati Kebijakan Publik Usulkan Adanya Regulasi untuk E-commerce - Tempo.co,Tempo.co,https://www.tempo.co/ekonomi/pemerhati-kebijakan-publik-usulkan-adanya-regulasi-untuk-e-commerce-141886,2023-09-20 07:00:00,,Regulasi,Netral
"Polemik TikTok Shop, Jerry Sambuaga: Media Sosial Tidak Boleh Berjualan - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/polemik-tiktok-shop-jerry-sambuaga-media-sosial-tidak-boleh-berjualan-139688,2023-09-25 07:00:00,,Regulasi,Netral
"Zulkifli Hasan Pelototi TikTok-Tokopedia, Kasih Waktu 4 Bulan Sesuaikan Regulasi - Bisnis.com",Bisnis.com,https://ekonomi.bisnis.com/read/20231221/12/1725920/zulkifli-hasan-pelototi-tiktok-tokopedia-kasih-waktu-4-bulan-sesuaikan-regulasi,2023-12-21 08:00:00,,Regulasi,Netral
"TikTok Shop Cs Dilarang, Ketua DPR Berharap Aturan Baru Ciptakan Keseimbangan Pasar Digital dan Konvensional - CAKAPLAH.com",CAKAPLAH.com,https://www.cakaplah.com/artikel/mpr-ri/13770/2023/09/28/tiktok-shop-cs-dilarang-ketua-dpr-berharap-aturan-baru-ciptakan-keseimbangan-pasar-digital-dan/,2023-09-28 07:00:00,,Isu,Netral
"TikTok Shop Ditutup Besok 4 Oktober, 13 Juta Pengguna Kehilangan Cuan - Bisnis Tekno",Bisnis Tekno,https://teknologi.bisnis.com/read/20231003/266/1700610/tiktok-shop-ditutup-besok-4-oktober-13-juta-pengguna-kehilangan-cuan,2023-10-03 07:00:00,,Regulasi,Negatif
MUI: Pemerintah Harus Buat Regulasi Lindungi UMKM dari Ancaman TikTok Shop - Hidayatullah.com,Hidayatullah.com,https://hidayatullah.com/berita/2023/09/19/258216/mui-pemerintah-harus-buat-regulasi-lindungi-umkm-dari-ancaman-tiktok-shop.html,2023-09-19 07:00:00,,Regulasi,Netral
"TikTok Shop Dijerat Aturan, Facebook dan Instagram Berburu Izin Social Commerce - Espos.id",Espos.id,https://ekonomi.espos.id/tiktok-shop-dijerat-aturan-facebook-dan-instagram-berburu-izin-social-commerce-1771506,2023-10-19 07:00:00,,Isu,Netral
"TikTok Shop Lolos 'Selepet', Ada Celah Aturan hingga Dugaan Motif Politik - Bisnis.com",Bisnis.com,https://ekonomi.bisnis.com/read/20231228/12/1727630/tiktok-shop-lolos-selepet-ada-celah-aturan-hingga-dugaan-motif-politik,2023-12-28 08:00:00,,Regulasi,Netral
"Beroperasi Lagi Tapi Tak Sesuai Aturan, TikTok Shop Diperingatkan - detikInet",detikInet,https://inet.detik.com/business/d-7089616/beroperasi-lagi-tapi-tak-sesuai-aturan-tiktok-shop-diperingatkan,2023-12-14 08:00:00,,Regulasi,Negatif
"Kominfo: TikTok Shop Tak Perlu Disanksi, Sudah Tunduk Pada Regulasi Perdagangan - Liputan6.com",Liputan6.com,https://www.liputan6.com/tekno/read/5414704/kominfo-tiktok-shop-tak-perlu-disanksi-sudah-tunduk-pada-regulasi-perdagangan,2023-10-04 07:00:00,,Isu,Positif
Jokowi Sebut TikTok Shop Bikin UMKM hingga Pasar Anjlok - Validnews.id,Validnews.id,https://validnews.id/ekonomi/jokowi-sebut-tiktok-shop-bikin-umkm-hingga-pasar-anjlok,2023-09-23 07:00:00,,Isu,Negatif
"TikTok Shop Sudah Dilarang, Pedagang Masih Bisa Live Jualan? - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/tiktok-shop-sudah-dilarang-pedagang-masih-bisa-live-jualan--137393,2023-10-02 07:00:00,,Regulasi,Netral
"TikTok Shop Ditutup, Pedagang Pasar Butung Minta Aturan e-Commerce Diperketat - detikcom",detikcom,https://www.detik.com/sulsel/bisnis/d-6969009/tiktok-shop-ditutup-pedagang-pasar-butung-minta-aturan-e-commerce-diperketat,2023-10-06 07:00:00,,Strategi,Negatif
"TikTok Shop Bakal Buka Lagi di RI, Gabung dengan Tokopedia? - VOI.id",VOI.id,https://voi.id/ekonomi/330674/tiktok-shop-bakal-buka-lagi-di-ri-gabung-dengan-tokopedia,2023-11-17 08:00:00,,Regulasi,Netral
"TikTok Shop Bandel, Kemenkop Minta Penuhi Aturan - Medcom.id",Medcom.id,https://www.medcom.id/ekonomi/bisnis/zNAQLGvN-tiktok-shop-bandel-kemenkop-minta-penuhi-aturan,2023-12-14 08:00:00,,Regulasi,Negatif
"Duduk Perkara TikTok Shop Tutup di Indonesia, Bukan Cuma soal Larangan Transaksi - Kompas.com",Kompas.com,https://tekno.kompas.com/read/2023/10/05/14150057/duduk-perkara-tiktok-shop-tutup-di-indonesia-bukan-cuma-soal-larangan-transaksi?page=all,2023-10-06 07:00:00,,Isu,Netral
Anak Buah Teten Sebut TikTok Shop Masih Jualan di Medsos - CNN Indonesia,CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20231213190007-92-1036957/anak-buah-teten-sebut-tiktok-shop-masih-jualan-di-medsos,2023-12-13 08:00:00,,Regulasi,Negatif
"Beroperasi Lagi, TikTok Shop Diberi Waktu 4 Bulan untuk Alihkan Transaksi ke Tokopedia - Tempo.co",Tempo.co,https://www.tempo.co/ekonomi/beroperasi-lagi-tiktok-shop-diberi-waktu-4-bulan-untuk-alihkan-transaksi-ke-tokopedia-109481,2023-12-12 08:00:00,,Bisnis,Netral
Pakar: Penutupan TikTok Shop Memunculkan Persaingan di Industri E-Commerce - Tempo.co,Tempo.co,https://www.tempo.co/ekonomi/pakar-penutupan-tiktok-shop-memunculkan-persaingan-di-industri-e-commerce-135144,2023-10-04 07:00:00,,Regulasi,Positif
"Khawatirkan Dampak Project S Tiktok, LP UMKM PP Muhammadiyah Dorong Pemerintah Bentuk Regulasi Lindungi UMKM Lokal - Muhammadiyah",Muhammadiyah,https://muhammadiyah.or.id/2023/09/khawatirkan-dampak-project-s-tiktok-lp-umkm-pp-muhammadiyah-dorong-pemerintah-bentuk-regulasi-lindungi-umkm-lokal/,2023-09-10 07:00:00,,Regulasi,Netral
"TikTok Shop Buka Lagi, Menteri Teten: Tetap Harus Patuhi Regulasi - TrenAsia",TrenAsia,https://www.trenasia.id/tik-tok-shop-buka-lagi-menteri-teten-tetap-harus-patuhi-regulasi,2023-12-11 08:00:00,,Bisnis,Positif
"Saham Induk Shopee Melesat, Ada Potensi Revisi Regulasi di Indonesia; TikTok? - Investing.com Indonesia",Investing.com Indonesia,https://id.investing.com/news/stock-market-news/saham-induk-shopee-melesat-ada-potensi-revisi-regulasi-di-indonesia-93CH-2417269,2023-09-26 07:00:00,,Isu,Netral
"TikTok Diduga Masih Langgar Aturan, Kominfo Potensial Blokir? - CNN Indonesia",CNN Indonesia,https://www.cnnindonesia.com/teknologi/20240309075326-206-1072439/tiktok-diduga-masih-langgar-aturan-kominfo-potensial-blokir,2024-03-09 08:00:00,,Isu,Negatif
"Cak Imin Kritik TikTok Shop Dilarang, Andre Rosiade: Aneh, Kadernya Dukung - detikNews",detikNews,https://news.detik.com/berita/d-6954317/cak-imin-kritik-tiktok-shop-dilarang-andre-rosiade-aneh-kadernya-dukung,2023-09-28 07:00:00,,Strategi,Netral
"TikTok Shop Buka Lagi di RI, Kemenkop Beri Pesan Ini - Bisnis.com",Bisnis.com,https://ekonomi.bisnis.com/read/20231117/12/1715469/tiktok-shop-buka-lagi-di-ri-kemenkop-beri-pesan-ini,2023-11-17 08:00:00,,Regulasi,Netral
Kemendag Buka-Bukaan Alasan Pembiaran TikTok Shop Langgar Aturan - Bisnis.com,Bisnis.com,https://ekonomi.bisnis.com/read/20231220/12/1725760/kemendag-buka-bukaan-alasan-pembiaran-tiktok-shop-langgar-aturan,2023-12-20 08:00:00,,Bisnis,Netral
Siap-siap! TikTok Shop Mau Buka Lagi - detikFinance,detikFinance,https://finance.detik.com/berita-ekonomi-bisnis/d-7042633/siap-siap-tiktok-shop-mau-buka-lagi,2023-11-17 08:00:00,,Regulasi,Positif
Pemkot Bandung Dukung Langkah Pemerintah Pusat Tutup TikTok Shop - JPNN.com,JPNN.com,https://jabar.jpnn.com/jabar-terkini/13392/pemkot-bandung-dukung-langkah-pemerintah-pusat-tutup-tiktok-shop,2023-09-29 07:00:00,,Isu,Positif
"Jatuhnya TikTok Shop, Dampak dan Tantangan bagi UMKM Indonesia - Radar Sukabumi",Radar Sukabumi,https://radarsukabumi.com/rubrik/artikel/jatuhnya-tiktok-shop-dampak-dan-tantangan-bagi-umkm-indonesia/,2023-10-19 07:00:00,,Regulasi,Negatif
Teten: Pemerintah Tidak Larang TikTok Shop Beroperasi - Komparatif.ID,Komparatif.ID,https://komparatif.id/teten-pemerintah-tidak-larang-tiktok-shop-beroperasi/,2023-10-05 07:00:00,,Isu,Netral
Pedagang Tokopedia dan TikTok Shop Kena Biaya Logistik Mulai Mei 2026 - Katadata.co.id,Katadata.co.id,https://katadata.co.id/digital/e-commerce/69d891b708dd3/pedagang-tokopedia-dan-tiktok-shop-kena-biaya-logistik-mulai-mei-2026,2026-04-10 05:59:00,,Bisnis,Negatif
"Konten Jadi Kunci Penjualan, Tokopedia dan TikTok Shop Catat Lonjakan Transaksi - metapos.id",metapos.id,https://www.metapos.id/konten-jadi-kunci-penjualan-tokopedia-dan-tiktok-shop-catat-lonjakan-transaksi/,2026-04-10 13:59:49,,Edukasi,Positif
"Memahami Tokopedia & TikTok Shop Seller Center, Mitos vs Fakta - Newsroom | TikTok",Newsroom | TikTok,https://newsroom.tiktok.com/memahami-tokopedia-tiktok-shop-seller-center-mitos-vs-fakta?lang=id-ID,2025-06-05 07:00:00,,Edukasi,Netral
TikTok Shop by Tokopedia dan UNS Selenggarakan Program Content Commerce Talent Development - Universitas Sebelas Maret,Universitas Sebelas Maret,https://uns.ac.id/id/kerja-sama-uns/tiktok-shop-by-tokopedia-dan-uns-selenggarakan-program-content-commerce-talent-development.html,2025-11-25 08:00:00,,Isu,Positif
Pedagang Mengaku Kesulitan Berjualan di Tokopedia Sejak Ada TikTok Shop - Bisnis Tekno,Bisnis Tekno,https://teknologi.bisnis.com/read/20260205/84/1950325/pedagang-mengaku-kesulitan-berjualan-di-tokopedia-sejak-ada-tiktok-shop,2026-02-05 08:00:00,,Isu,Negatif
Shopee hingga TikTok Shop Kompak Naikkan Biaya Layanan Per Mei 2026 - uzone.id,uzone.id,https://uzone.id/shopee-hingga-tiktok-shop-kompak-naikkan-biaya-layanan-per-mei-2026,2026-04-13 09:22:29,,Strategi,Negatif
'Tokopedia & TikTok Shop Seller Center' Resmi Diluncurkan - Newsroom | TikTok,Newsroom | TikTok,https://newsroom.tiktok.com/tokopedia-dan-tiktok-shop-seller-center-resmi-diluncurkan?lang=id-ID,2025-06-11 07:00:00,,Event,Positif
